axis,stage,frequency_hz,input_psd,gain,phase_deg,coherence
Roll,inner,19.53125,0.010381178763764754,2.021023763109607,-103.46924220545097,0.27245862181909625
Roll,inner,19.775390625,0.008529847327356042,1.9179462522551465,-104.26477772688611,0.1951927585745339
Roll,inner,20.01953125,0.006237893629890002,2.1191452817819396,-110.99086667633888,0.2032717145457083
Roll,inner,20.263671875,0.005260150759147941,2.547907151571857,-120.4488747871505,0.19850216200488274
Roll,inner,20.5078125,0.00535138427612058,1.8698829856213255,-132.30626093084268,0.1243575203716694
Roll,inner,20.751953125,0.00523686849881154,0.8695811107307934,-146.90593887439414,0.02736252664408257
Roll,inner,20.99609375,0.003961852597624495,0.07067720705749417,-119.98661003707137,0.00011297694853047508
Roll,inner,21.240234375,0.003700961576438594,1.2127346375016552,-89.24812674574494,0.03148356943893296
Roll,inner,21.484375,0.0032573805884173715,1.6916759192202389,-86.97319503579038,0.05604193071125639
Roll,inner,21.728515625,0.003151823002011834,1.6982513044719845,-118.24799715398245,0.049907118940641794
Roll,inner,21.97265625,0.00242292689265211,1.44271770419302,-36.011502173843034,0.02328510245743362
Roll,inner,22.216796875,0.002341345116571683,3.4468922640914186,-10.327641132674987,0.10616241107318848
Roll,inner,22.4609375,0.002703955591359502,1.948553121428945,-56.34770235819733,0.03864885999182493
Roll,inner,22.705078125,0.0036765609972597667,2.2349889703682404,-90.18502433786968,0.07121188225339765
Roll,inner,22.94921875,0.004782010707060169,1.92312392523365,-112.50403233460398,0.07228884183409007
Roll,inner,23.193359375,0.005272392003737356,1.8274554167179293,-150.01555710949935,0.07090613997484702
Roll,inner,23.4375,0.004258472291988569,1.3158437255946036,-133.29007870533732,0.03245642467633212
Roll,inner,23.681640625,0.002972840650238111,0.7295441926858057,-137.19566538365953,0.0074483554874026
Roll,inner,23.92578125,0.002430751654155007,2.281570189296161,-168.04583473652184,0.06297501765308172
Roll,inner,24.169921875,0.0026640461007272566,2.851897283496008,-135.54009259497778,0.12582216431999887
Roll,inner,24.4140625,0.003118502656227223,2.4003302108763154,-122.01064016338884,0.09935531595357958
Roll,inner,24.658203125,0.003115618534306401,1.6504378889226945,-132.61456830341118,0.0488117313391606
Roll,inner,24.90234375,0.0033307547940621784,1.98937385759451,-130.30563044987548,0.09859195264261761
Roll,inner,25.146484375,0.0034802466809997243,1.71809142500837,-133.72399182711294,0.07946566307138182
Roll,inner,25.390625,0.003594246583680002,1.309793573988133,-165.6007233026306,0.0344108118418759
