axis,start_s,end_s,stage,method,lag_ms,correlation,input_std_deg_s
Roll,58,62,rc_to_gyro,bandpassed_level,29.751226763990807,0.9953043368311386,21.04043110306261
Roll,58,62,rc_to_gyro,bandpassed_derivative,30.606236925200633,0.6969240626795344,21.04043110306261
Roll,59,63,inner,bandpassed_level,8.55414682544069,0.9973850683962878,81.36551724584679
Roll,59,63,inner,bandpassed_derivative,8.559071200478982,0.9128035716375097,81.36551724584679
Roll,59,63,smoothing,bandpassed_level,16.277429837468368,0.9999334576763619,81.36551724584679
Roll,59,63,smoothing,bandpassed_derivative,16.08565893700927,0.9963479777506169,81.36551724584679
Roll,59,63,rc_to_gyro,bandpassed_level,24.91894501518816,0.9974810290287386,81.36551724584679
Roll,59,63,rc_to_gyro,bandpassed_derivative,24.975550374456287,0.9111536004547662,81.36551724584679
Roll,60,64,inner,bandpassed_level,8.007914784730321,0.9948848305574691,80.72611946199493
Roll,60,64,inner,bandpassed_derivative,8.806865927321216,0.7952667719022276,80.72611946199493
Roll,60,64,smoothing,bandpassed_level,16.309919855652854,0.9999403272294375,80.72611946199493
Roll,60,64,smoothing,bandpassed_derivative,16.087933805883228,0.9963904366967709,80.72611946199493
Roll,60,64,rc_to_gyro,bandpassed_level,24.454207378554877,0.9949690689666263,80.72611946199493
Roll,60,64,rc_to_gyro,bandpassed_derivative,25.15017463259408,0.7979247512655431,80.72611946199493
Roll,61,65,inner,bandpassed_level,7.64985057904803,0.9954115150529257,80.18678075433543
Roll,61,65,inner,bandpassed_derivative,9.060252050253123,0.8324693078894132,80.18678075433543
Roll,61,65,smoothing,bandpassed_level,16.253604645808686,0.9999441840993619,80.18678075433543
Roll,61,65,smoothing,bandpassed_derivative,16.08135829984063,0.996731485887506,80.18678075433543
Roll,61,65,rc_to_gyro,bandpassed_level,23.97342987756338,0.9954914324489685,80.18678075433543
Roll,61,65,rc_to_gyro,bandpassed_derivative,25.375461503609618,0.8342506227753953,80.18678075433543
Roll,62,66,inner,bandpassed_level,6.095743864265398,0.995716005268133,75.8284645405333
Roll,62,66,inner,bandpassed_derivative,8.34424953943511,0.8480291384909024,75.8284645405333
Roll,62,66,smoothing,bandpassed_level,16.18976546205669,0.9999388289081192,75.8284645405333
Roll,62,66,smoothing,bandpassed_derivative,16.031565209894353,0.9967228855338678,75.8284645405333
Roll,62,66,rc_to_gyro,bandpassed_level,22.481049389011147,0.9958156361886427,75.8284645405333
Roll,62,66,rc_to_gyro,bandpassed_derivative,24.619640310773327,0.8494080631644964,75.8284645405333
Roll,63,67,inner,bandpassed_level,4.28059674655659,0.9900190861436144,35.67832550385139
Roll,63,67,inner,bandpassed_derivative,11.199542622553263,0.7119793951584353,35.67832550385139
Roll,63,67,smoothing,bandpassed_level,16.073106323826522,0.9999401427481166,35.67832550385139
Roll,63,67,smoothing,bandpassed_derivative,15.896560716048214,0.9959102685072987,35.67832550385139
Roll,63,67,rc_to_gyro,bandpassed_level,20.55173163135936,0.9900437494801752,35.67832550385139
Roll,63,67,rc_to_gyro,bandpassed_derivative,27.338248053723184,0.7173907818794948,35.67832550385139
Roll,64,68,inner,bandpassed_level,5.414260319899321,0.9982117717247118,35.919026599959196
Roll,64,68,inner,bandpassed_derivative,9.996876327627593,0.9495343877164425,35.919026599959196
Roll,64,68,smoothing,bandpassed_level,16.0446435844711,0.9999410495731361,35.919026599959196
