t,epoch,px,py,pz,vx,vy,vz,yaw,pvarx,pvary,pvarz,vvarx,vvary,vvarz,yawvar
33.658899456,0,-6.985455520176846,6.142099341054928,4.0486002683877516,-0.39,0.13,-0.06,2.2602013813326565,1.5301690000000003,1.5301690000000003,4.528384000000001,0.13764099999999999,0.13764099999999999,0.13764099999999999,0.030461741978670857
33.757001472,0,-7.035351651727886,6.1198856616061565,3.9800341747076473,-0.06,-0.34,-0.31,2.2602013813326565,1.532644,1.532644,4.536899999999999,0.23232399999999997,0.23232399999999997,0.23232399999999997,0.030461741978670857
33.873137152000005,0,-7.035351673797876,6.097671931010862,3.898863876286015,-0.08,-0.44,-0.19,2.2619467105846507,1.532644,1.532644,4.528384000000001,0.2025,0.2025,0.2025,0.030461741978670857
33.959295488,0,-7.051983732070684,6.07545822092347,3.8386455364559993,-0.47000000000000003,-0.06,0.09,2.2619467105846507,1.532644,1.532644,4.524129000000001,0.101761,0.101761,0.101761,0.030461741978670857
34.059424768,0,-7.101879844645718,6.075458270506144,3.768662534347243,-0.27,0.08,0.12,2.2619467105846507,1.532644,1.532644,4.507129000000001,0.11356900000000002,0.11356900000000002,0.11356900000000002,0.030461741978670857
34.157554432000005,0,-7.135143896491848,6.09767202983925,3.700077116748666,-0.2,0.31,0.2,2.2602013813326565,1.5301690000000003,1.5301690000000003,4.494400000000001,0.15602500000000002,0.15602500000000002,0.15602500000000002,0.030461741978670857
34.259713536,0,-7.185040008553652,6.097672079939521,3.6286754169595454,-0.18,0.01,0.25,2.2584560520806622,1.5301690000000003,1.5301690000000003,4.473225000000001,0.11971600000000002,0.11971600000000002,0.11971600000000002,0.030461741978670857
34.357971968,0,-7.226620088641685,6.108778987083242,3.559999999999995,-0.27,0.35000000000000003,0.13,2.2584560520806622,1.527696,1.527696,4.447881,0.12744899999999998,0.12744899999999998,0.12744899999999998,0.030461741978670857
34.458205184,0,-7.2848322073813305,6.119885911174794,3.52089459991236,-0.04,0.3,0.23,2.2584560520806622,1.522756,1.522756,4.4226090000000005,0.164836,0.164836,0.164836,0.030461741978670857
34.55832704,0,-7.301464210270274,6.15320652143288,3.481832646274192,-0.03,0.31,0.14,2.2584560520806622,1.522756,1.522756,4.41,0.159201,0.159201,0.159201,0.030461741978670857
